subset,class,spec,role,key_level,parses,runs,characters,avg_dps,median_dps,p90_dps,avg_deaths,deathless_pct,avg_item_level,gear_known,pct_no_set,pct_2set,pct_4set,avg_player_rating
set0_timed,Hunter,Marksmanship,DPS,3,1,1,1,138638,138638,138638,0.0,100.0,293.0,1,100.0,0.0,0.0,
set0_timed,Hunter,Marksmanship,DPS,4,6,6,6,110335,109909,122372,0.17,83.3,290.8,6,100.0,0.0,0.0,
set0_timed,Hunter,Marksmanship,DPS,5,12,12,12,127900,138416,149185,0.42,58.3,290.8,12,100.0,0.0,0.0,
set0_timed,Hunter,Marksmanship,DPS,6,1,1,1,164262,164262,164262,0.0,100.0,300.0,1,100.0,0.0,0.0,
set0_timed,Hunter,Marksmanship,DPS,7,1,1,1,125272,125272,125272,0.0,100.0,295.0,1,100.0,0.0,0.0,
set0_timed,Hunter,Marksmanship,DPS,8,3,3,3,203825,205396,219944,0.33,66.7,294.3,3,100.0,0.0,0.0,
set0_timed,Hunter,Marksmanship,DPS,9,3,3,3,143738,134966,175049,0.67,66.7,297.3,3,100.0,0.0,0.0,
set0_timed,Hunter,Marksmanship,DPS,10,15,15,11,196109,194342,223185,0.4,66.7,306.3,15,100.0,0.0,0.0,2742.0
set0_timed,Hunter,Marksmanship,DPS,11,12,12,11,189619,189121,229644,0.5,83.3,299.5,12,100.0,0.0,0.0,
set0_timed,Hunter,Marksmanship,DPS,12,5,5,5,191917,201786,217196,0.4,60.0,304.2,5,100.0,0.0,0.0,
set0_timed,Hunter,Marksmanship,DPS,13,4,4,4,204348,201296,228785,0.75,25.0,303.8,4,100.0,0.0,0.0,
set0_timed,Hunter,Marksmanship,DPS,14,6,6,6,203654,207705,216698,1.33,0.0,305.8,6,100.0,0.0,0.0,
set0_timed,Hunter,Survival,DPS,2,12,12,11,83550,86208,107970,0.33,66.7,277.2,12,100.0,0.0,0.0,
set0_timed,Hunter,Survival,DPS,3,1,1,1,123647,123647,123647,0.0,100.0,292.0,1,100.0,0.0,0.0,
set0_timed,Hunter,Survival,DPS,4,4,4,4,101681,101398,108200,0.0,100.0,293.8,4,100.0,0.0,0.0,
set0_timed,Hunter,Survival,DPS,5,6,6,6,96727,101704,117548,0.5,66.7,286.7,6,100.0,0.0,0.0,
set0_timed,Hunter,Survival,DPS,6,6,6,6,127230,127076,147746,0.0,100.0,293.2,6,100.0,0.0,0.0,
set0_timed,Hunter,Survival,DPS,7,4,4,4,156886,151012,171940,1.0,25.0,297.5,4,100.0,0.0,0.0,
set0_timed,Hunter,Survival,DPS,9,2,2,2,194407,194407,203473,0.0,100.0,298.5,2,100.0,0.0,0.0,
set0_timed,Hunter,Survival,DPS,11,3,3,3,198590,210084,221368,0.33,66.7,302.7,3,100.0,0.0,0.0,
set0_timed,Hunter,Survival,DPS,13,2,2,1,173110,173110,178932,0.5,50.0,305.0,2,100.0,0.0,0.0,
set0_timed,Hunter,Survival,DPS,14,1,1,1,153069,153069,153069,0.0,100.0,305.0,1,100.0,0.0,0.0,
set0_timed,Mage,Arcane,DPS,2,123,117,120,111480,107965,143910,0.23,82.1,288.9,123,100.0,0.0,0.0,2700.0
set0_timed,Mage,Arcane,DPS,3,11,11,11,124508,117773,153360,0.09,90.9,292.0,11,100.0,0.0,0.0,
set0_timed,Mage,Arcane,DPS,4,33,33,32,126070,122989,154273,0.18,84.8,288.8,33,100.0,0.0,0.0,
set0_timed,Mage,Arcane,DPS,5,48,48,47,116672,113736,146539,0.21,79.2,291.6,48,100.0,0.0,0.0,2700.0
set0_timed,Mage,Arcane,DPS,6,43,42,42,150299,154856,174558,0.4,62.8,296.0,43,100.0,0.0,0.0,
set0_timed,Mage,Arcane,DPS,7,15,14,15,177687,174928,227278,0.13,86.7,296.5,15,100.0,0.0,0.0,
set0_timed,Mage,Arcane,DPS,8,11,11,11,185345,190421,208288,0.18,81.8,300.0,11,100.0,0.0,0.0,2700.0
set0_timed,Mage,Arcane,DPS,9,20,20,20,178529,186114,209234,0.25,80.0,299.0,20,100.0,0.0,0.0,
set0_timed,Mage,Arcane,DPS,10,72,72,66,209491,212130,242710,0.18,81.9,302.9,72,100.0,0.0,0.0,
set0_timed,Mage,Arcane,DPS,11,45,45,41,205285,202726,249829,0.38,68.9,303.0,45,100.0,0.0,0.0,2814.0
set0_timed,Mage,Arcane,DPS,12,38,38,36,203996,205534,236683,0.24,81.6,304.1,38,100.0,0.0,0.0,
set0_timed,Mage,Arcane,DPS,13,68,68,61,202736,204942,233669,0.5,60.3,305.8,68,100.0,0.0,0.0,2888.0
set0_timed,Mage,Arcane,DPS,14,49,49,36,220172,218002,260042,0.59,61.2,306.7,49,100.0,0.0,0.0,3110.0
set0_timed,Mage,Arcane,DPS,15,3,3,3,212504,220478,229132,1.67,33.3,308.3,3,100.0,0.0,0.0,
set0_timed,Mage,Arcane,DPS,16,4,4,3,243786,239766,265162,0.75,50.0,309.2,4,100.0,0.0,0.0,3276.0
set0_timed,Mage,Fire,DPS,2,6,6,6,93615,87259,128136,0.33,83.3,285.5,6,100.0,0.0,0.0,
set0_timed,Mage,Fire,DPS,5,1,1,1,83186,83186,83186,0.0,100.0,284.0,1,100.0,0.0,0.0,
set0_timed,Mage,Fire,DPS,6,3,3,3,109896,114870,132059,0.33,66.7,283.0,3,100.0,0.0,0.0,
set0_timed,Mage,Fire,DPS,9,1,1,1,152786,152786,152786,0.0,100.0,302.0,1,100.0,0.0,0.0,
set0_timed,Mage,Fire,DPS,12,2,2,2,197302,197302,208393,0.5,50.0,297.5,2,100.0,0.0,0.0,
set0_timed,Mage,Fire,DPS,13,2,2,2,238826,238826,263451,0.0,100.0,304.0,2,100.0,0.0,0.0,
set0_timed,Mage,Fire,DPS,14,1,1,1,178619,178619,178619,2.0,0.0,300.0,1,100.0,0.0,0.0,
set0_timed,Mage,Frost,DPS,2,28,28,28,100369,96761,126893,0.29,71.4,289.4,28,100.0,0.0,0.0,
set0_timed,Mage,Frost,DPS,3,1,1,1,114784,114784,114784,1.0,0.0,294.0,1,100.0,0.0,0.0,
set0_timed,Mage,Frost,DPS,4,2,2,2,105404,105404,122000,1.0,50.0,292.5,2,100.0,0.0,0.0,
set0_timed,Mage,Frost,DPS,5,14,14,14,121268,119855,145429,0.36,64.3,291.7,14,100.0,0.0,0.0,
set0_timed,Mage,Frost,DPS,8,3,3,3,161276,154392,194318,0.33,66.7,299.3,3,100.0,0.0,0.0,
set0_timed,Mage,Frost,DPS,9,1,1,1,133712,133712,133712,0.0,100.0,291.0,1,100.0,0.0,0.0,
set0_timed,Mage,Frost,DPS,10,4,4,4,173306,177578,190767,0.0,100.0,297.5,4,100.0,0.0,0.0,
set0_timed,Mage,Frost,DPS,11,2,2,2,169868,169868,176251,0.0,100.0,296.5,2,100.0,0.0,0.0,
set0_timed,Mage,Frost,DPS,12,1,1,1,171828,171828,171828,3.0,0.0,299.0,1,100.0,0.0,0.0,
set0_timed,Monk,Brewmaster,Tank,2,24,24,24,59260,59460,83577,0.25,79.2,290.0,24,100.0,0.0,0.0,
set0_timed,Monk,Brewmaster,Tank,3,3,3,3,61523,65648,67003,0.0,100.0,292.3,3,100.0,0.0,0.0,
set0_timed,Monk,Brewmaster,Tank,4,10,10,10,61031,60982,76451,0.1,90.0,288.9,10,100.0,0.0,0.0,
set0_timed,Monk,Brewmaster,Tank,5,12,12,12,67068,65195,86430,0.08,91.7,293.3,12,100.0,0.0,0.0,
set0_timed,Monk,Brewmaster,Tank,6,7,7,7,60904,56781,72048,0.14,85.7,292.0,7,100.0,0.0,0.0,
set0_timed,Monk,Brewmaster,Tank,8,2,2,2,91163,91163,95558,0.0,100.0,292.0,2,100.0,0.0,0.0,
set0_timed,Monk,Brewmaster,Tank,9,4,4,3,92812,85567,111038,0.75,50.0,304.0,4,100.0,0.0,0.0,
set0_timed,Monk,Brewmaster,Tank,10,20,20,15,96504,98011,109683,0.05,95.0,303.8,20,100.0,0.0,0.0,
set0_timed,Monk,Brewmaster,Tank,11,6,6,6,109360,111560,116298,0.0,100.0,301.0,6,100.0,0.0,0.0,
set0_timed,Monk,Brewmaster,Tank,12,4,4,3,102485,103652,109068,0.0,100.0,303.8,4,100.0,0.0,0.0,
set0_timed,Monk,Brewmaster,Tank,13,7,7,6,103810,106591,112683,0.0,100.0,303.4,7,100.0,0.0,0.0,
set0_timed,Monk,Brewmaster,Tank,14,8,8,7,104568,106138,118195,0.12,87.5,302.5,8,100.0,0.0,0.0,
set0_timed,Monk,Brewmaster,Tank,15,4,4,4,115868,118146,136240,0.25,75.0,302.2,4,100.0,0.0,0.0,
set0_timed,Monk,Brewmaster,Tank,16,4,4,2,134048,135735,149998,0.0,100.0,307.5,4,100.0,0.0,0.0,
set0_timed,Monk,Mistweaver,Healer,2,60,60,53,30841,31455,40534,0.12,88.3,289.5,60,100.0,0.0,0.0,
set0_timed,Monk,Mistweaver,Healer,3,2,2,2,35040,35040,39024,0.0,100.0,290.0,2,100.0,0.0,0.0,
set0_timed,Monk,Mistweaver,Healer,4,8,8,8,32020,33824,37422,0.25,75.0,290.1,8,100.0,0.0,0.0,
set0_timed,Monk,Mistweaver,Healer,5,30,30,26,32211,28821,49923,0.13,93.3,288.3,30,100.0,0.0,0.0,
set0_timed,Monk,Mistweaver,Healer,6,12,12,12,30628,29616,38680,0.17,83.3,291.2,12,100.0,0.0,0.0,
set0_timed,Monk,Mistweaver,Healer,7,6,6,6,30358,31136,40642,0.33,83.3,297.3,6,100.0,0.0,0.0,
set0_timed,Monk,Mistweaver,Healer,8,5,5,5,38808,36801,47212,0.0,100.0,291.0,5,100.0,0.0,0.0,
set0_timed,Monk,Mistweaver,Healer,9,5,5,5,38661,39994,42229,0.2,80.0,294.2,5,100.0,0.0,0.0,2683.0
set0_timed,Monk,Mistweaver,Healer,10,52,52,34,45727,45192,60300,0.29,73.1,298.5,52,100.0,0.0,0.0,2683.0
set0_timed,Monk,Mistweaver,Healer,11,32,32,27,44102,43806,55728,0.31,75.0,298.9,32,100.0,0.0,0.0,2722.0
set0_timed,Monk,Mistweaver,Healer,12,12,12,11,46326,45428,60021,0.33,75.0,301.1,12,100.0,0.0,0.0,
set0_timed,Monk,Mistweaver,Healer,13,10,10,8,52823,53514,65264,0.6,60.0,301.9,10,100.0,0.0,0.0,2876.0
set0_timed,Monk,Mistweaver,Healer,14,15,15,13,43569,44623,52449,0.4,60.0,302.1,15,100.0,0.0,0.0,3023.0
set0_timed,Monk,Mistweaver,Healer,15,5,5,3,51554,50062,56812,0.2,80.0,306.6,5,100.0,0.0,0.0,3096.0
set0_timed,Monk,Mistweaver,Healer,16,2,2,1,59946,59946,64212,0.0,100.0,310.0,2,100.0,0.0,0.0,
set0_timed,Monk,Windwalker,DPS,2,41,41,40,93931,92863,122425,0.17,85.4,289.0,41,100.0,0.0,0.0,
set0_timed,Monk,Windwalker,DPS,3,4,4,4,119707,121010,132534,0.0,100.0,292.0,4,100.0,0.0,0.0,
set0_timed,Monk,Windwalker,DPS,4,7,7,7,112137,121267,134014,0.0,100.0,293.0,7,100.0,0.0,0.0,
set0_timed,Monk,Windwalker,DPS,5,24,24,23,129775,130032,155824,0.25,87.5,293.8,24,100.0,0.0,0.0,
set0_timed,Monk,Windwalker,DPS,6,6,6,6,125749,125028,145305,0.0,100.0,292.5,6,100.0,0.0,0.0,
set0_timed,Monk,Windwalker,DPS,7,2,2,2,155300,155300,169124,0.5,50.0,301.0,2,100.0,0.0,0.0,
set0_timed,Monk,Windwalker,DPS,8,5,5,5,167817,167011,182451,0.0,100.0,298.8,5,100.0,0.0,0.0,
set0_timed,Monk,Windwalker,DPS,9,5,5,5,185707,179439,210332,0.0,100.0,302.2,5,100.0,0.0,0.0,
set0_timed,Monk,Windwalker,DPS,10,25,25,17,195388,197789,227727,0.2,84.0,303.7,25,100.0,0.0,0.0,
set0_timed,Monk,Windwalker,DPS,11,8,8,8,213869,222806,260045,0.25,75.0,306.5,8,100.0,0.0,0.0,2791.0
set0_timed,Monk,Windwalker,DPS,12,8,8,7,190022,195686,226431,1.12,50.0,299.4,8,100.0,0.0,0.0,
set0_timed,Monk,Windwalker,DPS,13,5,5,5,185121,174378,234970,0.2,80.0,304.4,5,100.0,0.0,0.0,
set0_timed,Monk,Windwalker,DPS,14,10,10,7,206169,202504,238986,0.5,70.0,307.6,10,100.0,0.0,0.0,
set0_timed,Monk,Windwalker,DPS,15,2,2,1,233534,233534,241668,0.0,100.0,311.0,2,100.0,0.0,0.0,
set0_timed,Monk,Windwalker,DPS,16,1,1,1,235996,235996,235996,2.0,0.0,311.0,1,100.0,0.0,0.0,
set0_timed,Paladin,Holy,Healer,2,78,78,72,15316,13589,28820,0.09,91.0,286.5,78,100.0,0.0,0.0,2704.0
set0_timed,Paladin,Holy,Healer,3,6,6,6,14829,13179,23550,0.0,100.0,285.5,6,100.0,0.0,0.0,
set0_timed,Paladin,Holy,Healer,4,16,16,16,16558,14628,27102,0.19,81.2,285.7,16,100.0,0.0,0.0,
set0_timed,Paladin,Holy,Healer,5,40,40,37,16643,14606,27731,0.12,87.5,292.0,40,100.0,0.0,0.0,2704.0
set0_timed,Paladin,Holy,Healer,6,47,47,40,17523,16175,24061,0.06,93.6,293.5,47,100.0,0.0,0.0,
set0_timed,Paladin,Holy,Healer,7,7,7,7,24194,23890,40242,0.14,85.7,294.6,7,100.0,0.0,0.0,
set0_timed,Paladin,Holy,Healer,8,12,12,12,15822,13252,30206,0.58,50.0,291.1,12,100.0,0.0,0.0,2704.0
set0_timed,Paladin,Holy,Healer,9,11,11,11,18307,16841,25228,0.36,72.7,293.3,11,100.0,0.0,0.0,
set0_timed,Paladin,Holy,Healer,10,61,61,56,24988,23881,39171,0.25,80.3,298.9,61,100.0,0.0,0.0,2916.0
set0_timed,Paladin,Holy,Healer,11,47,47,39,23704,19935,42949,0.26,76.6,297.7,47,100.0,0.0,0.0,
set0_timed,Paladin,Holy,Healer,12,34,34,30,22632,18626,46366,0.32,70.6,302.1,34,100.0,0.0,0.0,2706.0
set0_timed,Paladin,Holy,Healer,13,59,59,52,21838,19268,37511,0.46,64.4,302.4,59,100.0,0.0,0.0,2784.0
set0_timed,Paladin,Holy,Healer,14,61,61,53,21155,19586,30863,0.57,47.5,304.4,61,100.0,0.0,0.0,2708.0
set0_timed,Paladin,Holy,Healer,15,27,27,20,23455,23407,30929,0.56,51.9,305.7,27,100.0,0.0,0.0,2958.0
set0_timed,Paladin,Holy,Healer,16,7,7,2,32133,30559,38857,0.43,71.4,304.1,7,100.0,0.0,0.0,
set0_timed,Paladin,Protection,Tank,2,91,91,87,65367,63538,91398,0.05,94.5,288.7,91,100.0,0.0,0.0,
set0_timed,Paladin,Protection,Tank,3,7,7,7,60691,54847,77376,0.0,100.0,289.0,7,100.0,0.0,0.0,
set0_timed,Paladin,Protection,Tank,4,27,27,27,64575,61058,78974,0.0,100.0,290.3,27,100.0,0.0,0.0,
set0_timed,Paladin,Protection,Tank,5,44,44,43,79077,77238,101849,0.09,90.9,289.5,44,100.0,0.0,0.0,
set0_timed,Paladin,Protection,Tank,6,51,51,37,80807,75516,116916,0.08,92.2,294.0,51,100.0,0.0,0.0,
set0_timed,Paladin,Protection,Tank,7,10,10,10,94311,88349,130498,0.0,100.0,295.4,10,100.0,0.0,0.0,
set0_timed,Paladin,Protection,Tank,8,8,8,8,96767,92137,116114,0.0,100.0,292.9,8,100.0,0.0,0.0,
set0_timed,Paladin,Protection,Tank,9,17,17,17,99082,99578,124522,0.0,100.0,299.0,17,100.0,0.0,0.0,
set0_timed,Paladin,Protection,Tank,10,64,64,43,108331,106674,138574,0.05,95.3,301.2,64,100.0,0.0,0.0,2813.0
set0_timed,Paladin,Protection,Tank,11,17,17,17,97446,90363,141374,0.12,88.2,297.8,17,100.0,0.0,0.0,3048.0
set0_timed,Paladin,Protection,Tank,12,24,24,20,113390,111250,136663,0.0,100.0,303.2,24,100.0,0.0,0.0,2986.0
set0_timed,Paladin,Protection,Tank,13,22,22,21,106302,106231,128387,0.05,95.5,304.3,22,100.0,0.0,0.0,2798.0
set0_timed,Paladin,Protection,Tank,14,33,33,26,107662,108688,121576,0.21,81.8,306.2,33,100.0,0.0,0.0,3175.0
set0_timed,Paladin,Protection,Tank,15,13,13,13,109879,106960,131968,0.08,92.3,306.9,13,100.0,0.0,0.0,3220.0
set0_timed,Paladin,Protection,Tank,16,4,4,3,125444,126986,140072,0.0,100.0,308.5,4,100.0,0.0,0.0,
set0_timed,Paladin,Retribution,DPS,2,89,89,88,105369,101014,137151,0.19,85.4,291.4,89,100.0,0.0,0.0,
set0_timed,Paladin,Retribution,DPS,3,5,5,5,120278,112885,144805,0.2,80.0,292.6,5,100.0,0.0,0.0,
set0_timed,Paladin,Retribution,DPS,4,22,21,22,119164,121042,147648,0.09,90.9,292.2,22,100.0,0.0,0.0,
set0_timed,Paladin,Retribution,DPS,5,44,43,43,127655,128536,156404,0.2,84.1,291.7,44,100.0,0.0,0.0,
set0_timed,Paladin,Retribution,DPS,6,40,39,31,131176,132085,178520,0.35,70.0,294.8,40,100.0,0.0,0.0,
set0_timed,Paladin,Retribution,DPS,7,11,11,7,110584,120551,167161,0.18,81.8,289.0,11,100.0,0.0,0.0,
set0_timed,Paladin,Retribution,DPS,8,10,10,10,187876,196870,232740,0.5,60.0,294.3,10,100.0,0.0,0.0,
set0_timed,Paladin,Retribution,DPS,9,9,9,9,182443,189434,224521,0.22,77.8,295.8,9,100.0,0.0,0.0,
set0_timed,Paladin,Retribution,DPS,10,19,19,14,205638,212489,230825,0.37,73.7,301.3,19,100.0,0.0,0.0,
set0_timed,Paladin,Retribution,DPS,11,25,25,22,208961,211869,252355,0.32,76.0,301.7,25,100.0,0.0,0.0,
set0_timed,Paladin,Retribution,DPS,12,22,22,20,206099,211721,240082,0.55,59.1,303.0,22,100.0,0.0,0.0,
set0_timed,Paladin,Retribution,DPS,13,26,26,23,192686,188727,226860,0.42,61.5,303.8,26,100.0,0.0,0.0,2774.0
set0_timed,Paladin,Retribution,DPS,14,27,27,22,202816,202974,244527,0.93,29.6,303.3,27,100.0,0.0,0.0,3112.0
set0_timed,Paladin,Retribution,DPS,15,5,5,5,218477,218759,251630,1.2,40.0,304.4,5,100.0,0.0,0.0,3234.0
set0_timed,Paladin,Retribution,DPS,16,2,2,2,196963,196963,220477,1.0,50.0,307.5,2,100.0,0.0,0.0,
set0_timed,Priest,Discipline,Healer,2,44,44,40,12072,11170,16514,0.14,88.6,287.7,44,100.0,0.0,0.0,
set0_timed,Priest,Discipline,Healer,3,6,6,6,11478,11984,15008,0.67,33.3,284.5,6,100.0,0.0,0.0,
set0_timed,Priest,Discipline,Healer,4,9,9,8,14713,14473,18745,0.11,88.9,289.3,9,100.0,0.0,0.0,
set0_timed,Priest,Discipline,Healer,5,24,24,22,13170,13184,17028,0.21,83.3,290.8,24,100.0,0.0,0.0,
set0_timed,Priest,Discipline,Healer,6,14,14,13,14634,14550,18002,0.21,85.7,293.6,14,100.0,0.0,0.0,
set0_timed,Priest,Discipline,Healer,7,4,4,4,12261,12118,15416,0.5,75.0,298.8,4,100.0,0.0,0.0,
set0_timed,Priest,Discipline,Healer,8,2,2,2,16043,16043,16218,0.0,100.0,294.5,2,100.0,0.0,0.0,
set0_timed,Priest,Discipline,Healer,9,4,4,4,18512,18284,25742,0.5,75.0,300.2,4,100.0,0.0,0.0,
set0_timed,Priest,Discipline,Healer,10,11,11,9,19422,17022,29168,0.55,54.5,297.3,11,100.0,0.0,0.0,
set0_timed,Priest,Discipline,Healer,11,2,2,2,22642,22642,25919,0.0,100.0,302.5,2,100.0,0.0,0.0,
set0_timed,Priest,Discipline,Healer,12,1,1,1,17667,17667,17667,0.0,100.0,304.0,1,100.0,0.0,0.0,
set0_timed,Priest,Discipline,Healer,13,3,3,3,17231,13852,24255,0.67,33.3,300.7,3,100.0,0.0,0.0,
set0_timed,Priest,Discipline,Healer,14,4,4,3,17364,16589,21202,0.25,75.0,305.5,4,100.0,0.0,0.0,
set0_timed,Priest,Discipline,Healer,15,3,3,2,15196,15265,16473,0.33,66.7,306.0,3,100.0,0.0,0.0,
set0_timed,Priest,Holy,Healer,2,40,40,39,16601,15538,25088,0.2,82.5,288.6,40,100.0,0.0,0.0,
set0_timed,Priest,Holy,Healer,3,3,3,3,19064,15483,31021,0.0,100.0,294.3,3,100.0,0.0,0.0,
set0_timed,Priest,Holy,Healer,4,14,14,14,17034,10898,32208,0.0,100.0,292.6,14,100.0,0.0,0.0,
set0_timed,Priest,Holy,Healer,5,18,18,16,18079,16237,27363,0.17,94.4,289.4,18,100.0,0.0,0.0,
set0_timed,Priest,Holy,Healer,6,28,28,23,16857,17422,26878,0.18,85.7,293.0,28,100.0,0.0,0.0,
set0_timed,Priest,Holy,Healer,7,6,6,6,27585,26498,40142,0.0,100.0,294.7,6,100.0,0.0,0.0,2762.0
set0_timed,Priest,Holy,Healer,8,8,8,8,20090,18142,26860,0.0,100.0,296.1,8,100.0,0.0,0.0,
set0_timed,Priest,Holy,Healer,9,11,11,11,21921,20925,34475,0.09,90.9,300.0,11,100.0,0.0,0.0,2694.0
set0_timed,Priest,Holy,Healer,10,43,43,37,25166,25382,35330,0.09,90.7,298.4,43,100.0,0.0,0.0,
set0_timed,Priest,Holy,Healer,11,20,20,19,26545,24396,45394,0.25,85.0,299.6,20,100.0,0.0,0.0,
set0_timed,Priest,Holy,Healer,12,21,21,20,24721,23048,37568,0.33,71.4,300.7,21,100.0,0.0,0.0,
set0_timed,Priest,Holy,Healer,13,14,14,14,29509,29699,42404,0.21,92.9,302.6,14,100.0,0.0,0.0,2978.0
set0_timed,Priest,Holy,Healer,14,16,16,10,21994,21392,28509,0.19,87.5,305.4,16,100.0,0.0,0.0,
set0_timed,Priest,Holy,Healer,15,2,2,1,28811,28811,31364,0.0,100.0,304.0,2,100.0,0.0,0.0,
set0_timed,Priest,Shadow,DPS,2,32,32,32,101700,101942,125016,0.12,87.5,290.8,32,100.0,0.0,0.0,
set0_timed,Priest,Shadow,DPS,3,1,1,1,119302,119302,119302,0.0,100.0,291.0,1,100.0,0.0,0.0,
set0_timed,Priest,Shadow,DPS,4,13,13,13,110120,118885,128993,0.23,84.6,292.2,13,100.0,0.0,0.0,
set0_timed,Priest,Shadow,DPS,5,20,20,19,117264,117676,152921,0.35,70.0,293.8,20,100.0,0.0,0.0,
set0_timed,Priest,Shadow,DPS,6,7,7,7,141166,145735,166905,0.29,71.4,294.0,7,100.0,0.0,0.0,
set0_timed,Priest,Shadow,DPS,7,2,2,2,172558,172558,185195,0.0,100.0,296.0,2,100.0,0.0,0.0,
set0_timed,Priest,Shadow,DPS,8,3,3,3,172420,155002,200560,0.0,100.0,297.0,3,100.0,0.0,0.0,
set0_timed,Priest,Shadow,DPS,9,5,5,5,201459,200656,226921,0.0,100.0,301.0,5,100.0,0.0,0.0,
set0_timed,Priest,Shadow,DPS,10,24,24,18,211892,208114,241418,0.17,87.5,303.2,24,100.0,0.0,0.0,2731.0
set0_timed,Priest,Shadow,DPS,11,11,10,11,198209,197159,231564,0.09,90.9,301.7,11,100.0,0.0,0.0,
set0_timed,Priest,Shadow,DPS,12,9,9,8,203819,200208,234959,0.11,88.9,302.8,9,100.0,0.0,0.0,
set0_timed,Priest,Shadow,DPS,13,15,15,10,208221,209794,236721,0.8,40.0,301.9,15,100.0,0.0,0.0,
set0_timed,Priest,Shadow,DPS,14,15,15,12,196715,201752,231527,0.8,53.3,301.3,15,100.0,0.0,0.0,2883.0
set0_timed,Priest,Shadow,DPS,15,1,1,1,211288,211288,211288,2.0,0.0,307.0,1,100.0,0.0,0.0,
set0_timed,Rogue,Assassination,DPS,2,24,24,24,120066,116964,152953,0.12,87.5,290.0,24,100.0,0.0,0.0,
set0_timed,Rogue,Assassination,DPS,3,2,2,2,111628,111628,120959,0.0,100.0,289.0,2,100.0,0.0,0.0,
set0_timed,Rogue,Assassination,DPS,4,2,2,2,135216,135216,145890,0.0,100.0,297.0,2,100.0,0.0,0.0,
set0_timed,Rogue,Assassination,DPS,5,18,18,17,149199,152200,177067,0.22,77.8,293.7,18,100.0,0.0,0.0,
set0_timed,Rogue,Assassination,DPS,6,9,9,9,161426,151642,208314,0.33,77.8,292.3,9,100.0,0.0,0.0,
set0_timed,Rogue,Assassination,DPS,7,3,3,3,213349,206014,253091,0.0,100.0,295.0,3,100.0,0.0,0.0,
set0_timed,Rogue,Assassination,DPS,9,6,6,6,214016,239300,252898,0.0,100.0,297.2,6,100.0,0.0,0.0,
set0_timed,Rogue,Assassination,DPS,10,11,11,10,231109,227816,292910,0.18,81.8,300.7,11,100.0,0.0,0.0,3066.0
set0_timed,Rogue,Assassination,DPS,11,16,16,14,226352,227024,258530,0.12,87.5,298.8,16,100.0,0.0,0.0,
set0_timed,Rogue,Assassination,DPS,12,15,15,12,223641,219852,275207,0.53,60.0,301.7,15,100.0,0.0,0.0,
set0_timed,Rogue,Assassination,DPS,13,10,10,10,198236,187960,240164,1.0,30.0,301.0,10,100.0,0.0,0.0,
set0_timed,Rogue,Assassination,DPS,14,10,10,8,222152,236557,261187,0.6,60.0,301.8,10,100.0,0.0,0.0,
set0_timed,Rogue,Assassination,DPS,15,3,3,3,237158,254079,258114,1.0,33.3,305.0,3,100.0,0.0,0.0,3224.0
set0_timed,Rogue,Assassination,DPS,16,1,1,1,239753,239753,239753,1.0,0.0,305.0,1,100.0,0.0,0.0,
set0_timed,Rogue,Assassination,DPS,17,1,1,1,310635,310635,310635,0.0,100.0,305.0,1,100.0,0.0,0.0,3447.0
set0_timed,Rogue,Outlaw,DPS,2,12,12,12,101572,91480,162264,0.5,58.3,287.2,12,100.0,0.0,0.0,
set0_timed,Rogue,Outlaw,DPS,3,2,2,2,88279,88279,97568,0.5,50.0,294.5,2,100.0,0.0,0.0,
set0_timed,Rogue,Outlaw,DPS,4,4,4,4,106503,114158,125511,1.0,25.0,283.5,4,100.0,0.0,0.0,
set0_timed,Rogue,Outlaw,DPS,5,8,8,8,115701,120234,141606,0.25,75.0,283.9,8,100.0,0.0,0.0,
set0_timed,Rogue,Outlaw,DPS,6,6,6,6,129922,127828,169054,0.5,83.3,293.0,6,100.0,0.0,0.0,
set0_timed,Rogue,Outlaw,DPS,7,2,2,2,115264,115264,117549,0.5,50.0,288.5,2,100.0,0.0,0.0,
set0_timed,Rogue,Outlaw,DPS,8,2,2,2,143154,143154,167038,1.0,50.0,288.5,2,100.0,0.0,0.0,
set0_timed,Rogue,Outlaw,DPS,10,4,4,4,237294,255221,280247,0.0,100.0,300.0,4,100.0,0.0,0.0,
set0_timed,Rogue,Outlaw,DPS,11,5,5,5,205405,190687,265756,0.4,80.0,301.8,5,100.0,0.0,0.0,
set0_timed,Rogue,Outlaw,DPS,12,8,8,8,216258,220518,260369,0.5,75.0,297.9,8,100.0,0.0,0.0,
set0_timed,Rogue,Outlaw,DPS,13,15,15,9,236558,244597,261286,0.27,80.0,302.5,15,100.0,0.0,0.0,
set0_timed,Rogue,Outlaw,DPS,14,12,12,7,221019,219617,279986,1.08,58.3,301.2,12,100.0,0.0,0.0,
set0_timed,Rogue,Outlaw,DPS,15,5,5,4,252579,237994,304873,0.6,60.0,302.8,5,100.0,0.0,0.0,3241.0
set0_timed,Rogue,Outlaw,DPS,16,5,5,3,287600,285929,302975,0.0,100.0,304.2,5,100.0,0.0,0.0,3427.0
set0_timed,Rogue,Outlaw,DPS,17,2,2,1,290236,290236,309094,0.5,50.0,304.0,2,100.0,0.0,0.0,3427.0
set0_timed,Rogue,Outlaw,DPS,18,1,1,1,247691,247691,247691,2.0,0.0,304.0,1,100.0,0.0,0.0,3427.0
