character,server,region,class,spec,hero_talent,role,dungeon,key_level,duration_s,damage_done,dps,deaths,item_level,score,medal,affixes,report_code,fight_id,started_at
Gryfhus,Benedictus,US,Hunter,Survival,Sentinel,DPS,Voidscar Arena,16,1714.8,338155891,197203.8,1,334,426.01,timed,9|10|147,t1pJw2D47zCjhYkM,2,1784993978970
晨曦,Anasterian,US,Paladin,Protection,Lightsmith,Tank,Altar of Fangs,12,1625.6,172805517,106304.0,0,306,,,10|9|147,3aJZLzcKCnDwWMXy,3,1782625146883
ßiblereader,Benedictus,US,Paladin,Holy,Herald of the Sun,Healer,Altar of Fangs,12,1625.6,26004064,15996.8,1,315,,,10|9|147,3aJZLzcKCnDwWMXy,3,1782625146883
Høtgrl,Broxigar,US,Mage,Arcane,Spellslinger,DPS,Altar of Fangs,12,1625.6,212298101,130598.5,4,315,,,10|9|147,3aJZLzcKCnDwWMXy,3,1782625146883
Meekdk,Nobundo,US,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Altar of Fangs,12,1625.6,423093199,260272.3,0,315,,,10|9|147,3aJZLzcKCnDwWMXy,3,1782625146883
Corywl,Benedictus,US,Warlock,Affliction,Soul Harvester,DPS,Altar of Fangs,12,1625.6,445027879,273765.8,0,315,,,10|9|147,3aJZLzcKCnDwWMXy,3,1782625146883
Equinoxpal,Anasterian,US,Paladin,Protection,Lightsmith,Tank,Ruby Life Pools,20,1452.8,447771253,308216.0,1,334,492.09,timed,9|10|147,349WgpcHfFVjK6ty,27,1783808334053
Aluraye,Benedictus,US,Monk,Mistweaver,Conduit of the Celestials,Healer,Ruby Life Pools,20,1452.8,135489824,93262.2,0,334,492.09,timed,9|10|147,349WgpcHfFVjK6ty,27,1783808334053
Manabananaz,Nobundo,US,Mage,Arcane,Spellslinger,DPS,Ruby Life Pools,20,1452.8,556756204,383234.0,0,334,492.09,timed,9|10|147,349WgpcHfFVjK6ty,27,1783808334053
Zorthar,Anasterian,US,Shaman,Elemental,Farseer,DPS,Ruby Life Pools,20,1452.8,545058983,375182.4,0,334,492.09,timed,9|10|147,349WgpcHfFVjK6ty,27,1783808334053
Therealjhazy,Anasterian,US,DemonHunter,Devourer,Annihilator,DPS,Ruby Life Pools,20,1452.8,582249750,400782.1,0,334,492.09,timed,9|10|147,349WgpcHfFVjK6ty,27,1783808334053
Snowpal,Nobundo,US,Paladin,Protection,Lightsmith,Tank,Voidscar Arena,20,1599.2,310255138,194006.2,0,334,488.73,timed,9|10|147,x2BtNdpnrWRcZqXQ,23,1784385000347
Puddingmonkb,Anasterian,US,Monk,Mistweaver,Conduit of the Celestials,Healer,Voidscar Arena,20,1599.2,130241148,81441.3,0,334,488.73,timed,9|10|147,x2BtNdpnrWRcZqXQ,23,1784385000347
Buraburasm,Anasterian,US,Shaman,Elemental,Farseer,DPS,Voidscar Arena,20,1599.2,516307727,322853.4,1,334,488.73,timed,9|10|147,x2BtNdpnrWRcZqXQ,23,1784385000347
Nukeveteran,Anasterian,US,Warrior,Arms,Slayer,DPS,Voidscar Arena,20,1599.2,520441221,325438.1,0,334,488.73,timed,9|10|147,x2BtNdpnrWRcZqXQ,23,1784385000347
Nico,Broxigar,US,Hunter,Marksmanship,Sentinel,DPS,Voidscar Arena,20,1599.2,522707759,326855.4,1,334,488.73,timed,9|10|147,x2BtNdpnrWRcZqXQ,23,1784385000347
Kirawarrior,Nobundo,EU,Warrior,Protection,Mountain Thane,Tank,Ruby Life Pools,19,1399.0,257678353,184190.2,0,334,477.91,timed,9|10|147,9dFDPLHpKtnXz6ab,2,1783866372045
Ayijeqt,Anasterian,EU,Shaman,Restoration,Totemic,Healer,Ruby Life Pools,19,1399.0,72667748,51943.4,0,334,477.91,timed,9|10|147,9dFDPLHpKtnXz6ab,2,1783866372045
Yarrgidududu,Nobundo,EU,Druid,Balance,Elune's Chosen,DPS,Ruby Life Pools,19,1399.0,504742194,360793.0,2,334,477.91,timed,9|10|147,9dFDPLHpKtnXz6ab,2,1783866372045
Casualclient,Benedictus,EU,Warrior,Arms,Colossus,DPS,Ruby Life Pools,19,1399.0,606971285,433867.0,0,334,477.91,timed,9|10|147,9dFDPLHpKtnXz6ab,2,1783866372045
Kushrushbush,Benedictus,EU,DemonHunter,Devourer,Annihilator,DPS,Ruby Life Pools,19,1399.0,526458358,376315.9,0,334,477.91,timed,9|10|147,9dFDPLHpKtnXz6ab,2,1783866372045
Brutalpaly,Nobundo,EU,Paladin,Protection,Unknown,Tank,Murder Row,15,1683.5,252973545,150270.2,0,334,415.33,timed,9|10|147,9x8BWnmRcvyAYdV7,2,1784324407240
Sleepypr,Lycanthoth,EU,Priest,Discipline,Unknown,Healer,Murder Row,15,1683.5,59609373,35408.9,2,334,415.33,timed,9|10|147,9x8BWnmRcvyAYdV7,2,1784324407240
Crushiesham,Benedictus,EU,Shaman,Enhancement,Unknown,DPS,Murder Row,15,1683.5,381105978,226382.8,1,334,415.33,timed,9|10|147,9x8BWnmRcvyAYdV7,2,1784324407240
Sixsevenwar,Broxigar,EU,Warrior,Arms,Unknown,DPS,Murder Row,15,1683.5,468171303,278101.0,1,334,415.33,timed,9|10|147,9x8BWnmRcvyAYdV7,2,1784324407240
Nibp,Lycanthoth,EU,Priest,Shadow,Unknown,DPS,Murder Row,15,1683.5,384424024,228353.8,1,334,415.33,timed,9|10|147,9x8BWnmRcvyAYdV7,2,1784324407240
Yodadhz,Anasterian,EU,DemonHunter,Vengeance,Annihilator,Tank,Murder Row,16,1760.3,280740123,159481.3,0,328,429.2,timed,9|10|147,BR1cyaNtFvJbLdA4,1,1783116085609
Scytherlight,Broxigar,EU,Paladin,Holy,Herald of the Sun,Healer,Murder Row,16,1760.3,33434535,18993.3,1,328,429.2,timed,9|10|147,BR1cyaNtFvJbLdA4,1,1783116085609
Zorthyr,Anasterian,EU,Evoker,Augmentation,Scalecommander,DPS,Murder Row,16,1760.3,461358073,262085.8,1,328,429.2,timed,9|10|147,BR1cyaNtFvJbLdA4,1,1783116085609
Tomelvis,Benedictus,EU,Rogue,Outlaw,Trickster,DPS,Murder Row,16,1760.3,359879843,204438.6,1,328,429.2,timed,9|10|147,BR1cyaNtFvJbLdA4,1,1783116085609
Babybrain,Broxigar,EU,Warlock,Affliction,Soul Harvester,DPS,Murder Row,16,1760.3,657244633,373364.0,1,328,429.2,timed,9|10|147,BR1cyaNtFvJbLdA4,1,1783116085609
Pinkpaprika,Benedictus,US,Paladin,Protection,Lightsmith,Tank,Altar of Fangs,12,2385.1,249125734,104451.4,4,315,,,10|9|147,WpNJPyadD4K3F9An,1,1782622043979
Felathia,Broxigar,US,Priest,Holy,Archon,Healer,Altar of Fangs,12,2385.1,14229519,5966.0,5,315,,,10|9|147,WpNJPyadD4K3F9An,1,1782622043979
Corywl,Benedictus,US,Warlock,Affliction,Soul Harvester,DPS,Altar of Fangs,12,2385.1,467196745,195882.4,6,315,,,10|9|147,WpNJPyadD4K3F9An,1,1782622043979
酵父,Anasterian,US,Warlock,Demonology,Diabolist,DPS,Altar of Fangs,12,2385.1,230424088,96610.3,10,315,,,10|9|147,WpNJPyadD4K3F9An,1,1782622043979
Meekdk,Nobundo,US,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Altar of Fangs,12,2385.1,405546313,170034.1,7,315,,,10|9|147,WpNJPyadD4K3F9An,1,1782622043979
Touchingface,Anasterian,CN,Paladin,Protection,Unknown,Tank,Den of Nalorakk,19,1853.8,248197632,133889.1,0,334,471.46,timed,10|9|147,JvLDVpWGzFncmRZX,6,1784816727372
牧揪揪,Anasterian,CN,Priest,Discipline,Unknown,Healer,Den of Nalorakk,19,1853.8,37796696,20389.3,0,334,471.46,timed,10|9|147,JvLDVpWGzFncmRZX,6,1784816727372
阿揪揪,Anasterian,CN,Druid,Balance,Unknown,DPS,Den of Nalorakk,19,1853.8,567323957,306040.4,0,334,471.46,timed,10|9|147,JvLDVpWGzFncmRZX,6,1784816727372
Zjhdk,Benedictus,CN,DeathKnight,Unholy,Unknown,DPS,Den of Nalorakk,19,1853.8,505449526,272662.5,0,334,471.46,timed,10|9|147,JvLDVpWGzFncmRZX,6,1784816727372
Qingxingood,Anasterian,CN,Mage,Arcane,Unknown,DPS,Den of Nalorakk,19,1853.8,590783410,318695.5,0,334,471.46,timed,10|9|147,JvLDVpWGzFncmRZX,6,1784816727372
Brownpaprika,Benedictus,KR,Warrior,Protection,Unknown,Tank,Altar of Fangs,15,1476.3,239961803,162541.2,0,328,416.61,timed,10|9|147,BXqZwkxFz98WDPLM,2,1782876776723
Resrukk,Anasterian,KR,Monk,Mistweaver,Unknown,Healer,Altar of Fangs,15,1476.3,88826272,60167.6,1,328,416.61,timed,10|9|147,BXqZwkxFz98WDPLM,2,1782876776723
Takamura,Anasterian,KR,Shaman,Elemental,Unknown,DPS,Altar of Fangs,15,1476.3,508438144,344397.0,0,328,416.61,timed,10|9|147,BXqZwkxFz98WDPLM,2,1782876776723
Lerearcher,Broxigar,KR,Hunter,BeastMastery,Unknown,DPS,Altar of Fangs,15,1476.3,399628014,270693.1,0,328,416.61,timed,10|9|147,BXqZwkxFz98WDPLM,2,1782876776723
기사민우,Benedictus,KR,Paladin,Retribution,Unknown,DPS,Altar of Fangs,15,1476.3,484686495,328308.5,0,328,416.61,timed,10|9|147,BXqZwkxFz98WDPLM,2,1782876776723
Cannibalpig,Anasterian,US,DeathKnight,Blood,San'layn,Tank,Altar of Fangs,17,1516.8,362171800,238770.8,1,334,445.15,timed,9|10|147,L9BzTqDxjchadH8V,2,1785049257084
美团搜担担面,Anasterian,US,Monk,Mistweaver,Conduit of the Celestials,Healer,Altar of Fangs,17,1516.8,100000706,65928.0,0,334,445.15,timed,9|10|147,L9BzTqDxjchadH8V,2,1785049257084
Giftiauwu,Anasterian,US,Hunter,Survival,Sentinel,DPS,Altar of Fangs,17,1516.8,482823863,318313.6,1,334,445.15,timed,9|10|147,L9BzTqDxjchadH8V,2,1785049257084
Shinianjian,Anasterian,US,Hunter,BeastMastery,Pack Leader,DPS,Altar of Fangs,17,1516.8,560202038,369327.1,0,334,445.15,timed,9|10|147,L9BzTqDxjchadH8V,2,1785049257084
七猫群啸,Anasterian,US,Hunter,Marksmanship,Sentinel,DPS,Altar of Fangs,17,1516.8,619792830,408613.8,1,334,445.15,timed,9|10|147,L9BzTqDxjchadH8V,2,1785049257084
Snoozerdh,Benedictus,EU,DemonHunter,Vengeance,Annihilator,Tank,Altar of Fangs,12,1737.6,164384838,94604.9,2,315,,,9|10|147,2gVTYJMKyvHpAwqG,1,1782657467619
Kissmytotems,Anasterian,EU,Shaman,Restoration,Totemic,Healer,Altar of Fangs,12,1737.6,37001552,21294.7,3,315,,,9|10|147,2gVTYJMKyvHpAwqG,1,1782657467619
Nairoder,Benedictus,EU,Warlock,Affliction,Soul Harvester,DPS,Altar of Fangs,12,1737.6,338964137,195076.7,4,315,,,9|10|147,2gVTYJMKyvHpAwqG,1,1782657467619
Nxmandx,Broxigar,EU,DeathKnight,Frost,Deathbringer,DPS,Altar of Fangs,12,1737.6,409546338,235697.4,3,315,,,9|10|147,2gVTYJMKyvHpAwqG,1,1782657467619
Cordsen,Anasterian,EU,Paladin,Retribution,Herald of the Sun,DPS,Altar of Fangs,12,1737.6,327853654,188682.5,3,315,,,9|10|147,2gVTYJMKyvHpAwqG,1,1782657467619
找个队打,Anasterian,CN,Paladin,Protection,Lightsmith,Tank,Altar of Fangs,19,1758.5,348422066,198138.8,0,334,470.11,timed,9|10|147,bKQcgd923thCAz48,12,1784654915983
Mjj,Nobundo,CN,Monk,Mistweaver,Conduit of the Celestials,Healer,Altar of Fangs,19,1758.5,148064671,84200.6,0,334,470.11,timed,9|10|147,bKQcgd923thCAz48,12,1784654915983
余温,Broxigar,CN,DeathKnight,Frost,Deathbringer,DPS,Altar of Fangs,19,1758.5,639767488,363819.5,0,334,470.11,timed,9|10|147,bKQcgd923thCAz48,12,1784654915983
仙贝,Nobundo,CN,Warrior,Arms,Slayer,DPS,Altar of Fangs,19,1758.5,565822066,321768.6,1,334,470.11,timed,9|10|147,bKQcgd923thCAz48,12,1784654915983
玄灵沐沐,Anasterian,CN,Hunter,Marksmanship,Sentinel,DPS,Altar of Fangs,19,1758.5,730257448,415278.8,2,334,470.11,timed,9|10|147,bKQcgd923thCAz48,12,1784654915983
Kawayowar,Anasterian,CN,Warrior,Protection,Mountain Thane,Tank,Altar of Fangs,16,1650.8,208702766,126428.4,0,328,318.9,none,10|9|147,bnXaf8BgprqzW9QC,2,1782917383171
Littlecook,Anasterian,CN,Monk,Mistweaver,Conduit of the Celestials,Healer,Altar of Fangs,16,1650.8,73594674,44582.3,3,328,318.9,none,10|9|147,bnXaf8BgprqzW9QC,2,1782917383171
Jarvyht,Lycanthoth,CN,Hunter,BeastMastery,Pack Leader,DPS,Altar of Fangs,16,1650.8,412416797,249834.7,4,328,318.9,none,10|9|147,bnXaf8BgprqzW9QC,2,1782917383171
Trymissll,Benedictus,CN,Priest,Shadow,Archon,DPS,Altar of Fangs,16,1650.8,419142294,253908.8,4,328,318.9,none,10|9|147,bnXaf8BgprqzW9QC,2,1782917383171
Khaelt,Benedictus,CN,Mage,Arcane,Spellslinger,DPS,Altar of Fangs,16,1650.8,457247806,276992.5,3,328,318.9,none,10|9|147,bnXaf8BgprqzW9QC,2,1782917383171
Touchingface,Anasterian,CN,Paladin,Protection,Unknown,Tank,Altar of Fangs,15,1604.8,298234126,185837.5,1,328,,,9|10|147,9ThHZLNrXK6fbtRn,3,1782634142211
Lagrange,Anasterian,CN,Evoker,Preservation,Unknown,Healer,Altar of Fangs,15,1604.8,46827349,29179.4,3,328,,,9|10|147,9ThHZLNrXK6fbtRn,3,1782634142211
Cannibalpig,Anasterian,CN,DeathKnight,Frost,Unknown,DPS,Altar of Fangs,15,1604.8,530987365,330872.2,2,328,,,9|10|147,9ThHZLNrXK6fbtRn,3,1782634142211
倾世,Zekhan,CN,Paladin,Retribution,Unknown,DPS,Altar of Fangs,15,1604.8,428684394,267124.5,1,328,,,9|10|147,9ThHZLNrXK6fbtRn,3,1782634142211
七猫群啸,Anasterian,CN,Hunter,Marksmanship,Unknown,DPS,Altar of Fangs,15,1604.8,321614087,200406.2,2,328,,,9|10|147,9ThHZLNrXK6fbtRn,3,1782634142211
Darksetsu,Nobundo,EU,Paladin,Protection,Lightsmith,Tank,Ruby Life Pools,16,1575.5,251934065,159903.9,2,334,319.86,none,10|9|147,n4CwhdG1PxZLXVb7,5,1783742782362
Сонныймишка,Anasterian,EU,Priest,Discipline,Voidweaver,Healer,Ruby Life Pools,16,1575.5,86805626,55096.0,5,334,319.86,none,10|9|147,n4CwhdG1PxZLXVb7,5,1783742782362
Zemmel,Lycanthoth,EU,DemonHunter,Devourer,Void-Scarred,DPS,Ruby Life Pools,16,1575.5,360946519,229094.7,3,334,319.86,none,10|9|147,n4CwhdG1PxZLXVb7,5,1783742782362
Covidagent,Anasterian,EU,DeathKnight,Frost,Deathbringer,DPS,Ruby Life Pools,16,1575.5,438127606,278082.0,2,334,319.86,none,10|9|147,n4CwhdG1PxZLXVb7,5,1783742782362
Kaypesv,Anasterian,EU,Hunter,Marksmanship,Sentinel,DPS,Ruby Life Pools,16,1575.5,308054023,195523.6,4,334,319.86,none,10|9|147,n4CwhdG1PxZLXVb7,5,1783742782362
Barazchills,Anasterian,US,Paladin,Protection,Lightsmith,Tank,Den of Nalorakk,15,1946.8,281570746,144629.9,1,334,317.29,none,10|9|147,7PJGvazFQKhMp1tX,1,1784591050986
Coogar,Nobundo,US,Monk,Mistweaver,Conduit of the Celestials,Healer,Den of Nalorakk,15,1946.8,109319251,56152.3,3,334,317.29,none,10|9|147,7PJGvazFQKhMp1tX,1,1784591050986
Mattmagi,Benedictus,US,Mage,Arcane,Spellslinger,DPS,Den of Nalorakk,15,1946.8,357088325,183419.8,2,334,317.29,none,10|9|147,7PJGvazFQKhMp1tX,1,1784591050986
Giloogaflame,Benedictus,US,Shaman,Elemental,Farseer,DPS,Den of Nalorakk,15,1946.8,384420118,197458.9,1,334,317.29,none,10|9|147,7PJGvazFQKhMp1tX,1,1784591050986
Metamatac,Nobundo,US,Warlock,Destruction,Diabolist,DPS,Den of Nalorakk,15,1946.8,404447600,207746.1,2,334,317.29,none,10|9|147,7PJGvazFQKhMp1tX,1,1784591050986
Touchingface,Anasterian,US,Paladin,Protection,Unknown,Tank,Ruby Life Pools,19,1610.9,287273239,178336.2,0,334,319.72,none,10|9|147,DzbjvnpyGm9NgH8f,1,1784808890686
牧揪揪,Anasterian,US,Priest,Discipline,Unknown,Healer,Ruby Life Pools,19,1610.9,37628913,23359.6,3,334,319.72,none,10|9|147,DzbjvnpyGm9NgH8f,1,1784808890686
Khaelt,Benedictus,US,Mage,Arcane,Unknown,DPS,Ruby Life Pools,19,1610.9,596028671,370008.3,0,334,319.72,none,10|9|147,DzbjvnpyGm9NgH8f,1,1784808890686
七猫群啸,Anasterian,US,Hunter,Marksmanship,Unknown,DPS,Ruby Life Pools,19,1610.9,659707237,409539.3,2,334,319.72,none,10|9|147,DzbjvnpyGm9NgH8f,1,1784808890686
阿揪揪,Anasterian,US,Druid,Balance,Unknown,DPS,Ruby Life Pools,19,1610.9,589212330,365776.8,1,334,319.72,none,10|9|147,DzbjvnpyGm9NgH8f,1,1784808890686
Watot,Anasterian,US,Druid,Guardian,Elune's Chosen,Tank,Ruby Life Pools,14,1324.6,153860276,116156.9,0,321,402.83,timed,9|10|147,aLFTqDp3KbzAZn8j,7,1784165865763
Beigs,Anasterian,US,Shaman,Restoration,Totemic,Healer,Ruby Life Pools,14,1324.6,58786600,44381.0,1,321,402.83,timed,9|10|147,aLFTqDp3KbzAZn8j,7,1784165865763
Priestzilla,Anasterian,US,Priest,Shadow,Archon,DPS,Ruby Life Pools,14,1324.6,255752503,193080.5,2,321,402.83,timed,9|10|147,aLFTqDp3KbzAZn8j,7,1784165865763
Arsyn,Benedictus,US,Warlock,Affliction,Soul Harvester,DPS,Ruby Life Pools,14,1324.6,338366284,255449.8,0,321,402.83,timed,9|10|147,aLFTqDp3KbzAZn8j,7,1784165865763
Kaypers,Anasterian,US,Hunter,Survival,Pack Leader,DPS,Ruby Life Pools,14,1324.6,319062008,240876.1,1,321,402.83,timed,9|10|147,aLFTqDp3KbzAZn8j,7,1784165865763
Isitgrippyy,Nobundo,US,DeathKnight,Blood,Deathbringer,Tank,Ruby Life Pools,10,1203.2,152168890,126473.4,0,321,332.31,timed,160|10|9,A6YMnHDd1TyPXNmB,13,1783571527222
Fistweeb,Lycanthoth,US,Monk,Mistweaver,Conduit of the Celestials,Healer,Ruby Life Pools,10,1203.2,63516425,52790.9,0,321,332.31,timed,160|10|9,A6YMnHDd1TyPXNmB,13,1783571527222
Nezzledk,Lycanthoth,US,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Ruby Life Pools,10,1203.2,179266534,148995.3,0,321,332.31,timed,160|10|9,A6YMnHDd1TyPXNmB,13,1783571527222
Zathre,Benedictus,US,Evoker,Augmentation,Chronowarden,DPS,Ruby Life Pools,10,1203.2,221420728,184031.3,3,321,332.31,timed,160|10|9,A6YMnHDd1TyPXNmB,13,1783571527222
Monjoao,Benedictus,US,Monk,Windwalker,Shado-Pan,DPS,Ruby Life Pools,10,1203.2,228533269,189942.8,0,321,332.31,timed,160|10|9,A6YMnHDd1TyPXNmB,13,1783571527222
蒂天使,Anasterian,CN,Monk,Brewmaster,Shado-Pan,Tank,Altar of Fangs,12,1650.9,159580565,96664.5,3,315,,,9|10|147,mnJfMyzNQLrqaRPv,1,1782456987420
Zubraw,Anasterian,CN,Druid,Restoration,Wildstalker,Healer,Altar of Fangs,12,1650.9,6626078,4013.7,7,315,,,9|10|147,mnJfMyzNQLrqaRPv,1,1782456987420
Cannibalgrip,Anasterian,CN,DeathKnight,Frost,Deathbringer,DPS,Altar of Fangs,12,1650.9,407551861,246871.0,5,315,,,9|10|147,mnJfMyzNQLrqaRPv,1,1782456987420
Giftiauwu,Anasterian,CN,Hunter,Survival,Pack Leader,DPS,Altar of Fangs,12,1650.9,349477613,211693.0,4,315,,,9|10|147,mnJfMyzNQLrqaRPv,1,1782456987420
Burabura,Benedictus,CN,Druid,Feral,Druid of the Claw,DPS,Altar of Fangs,12,1650.9,337405227,204380.3,5,315,,,9|10|147,mnJfMyzNQLrqaRPv,1,1782456987420
Woussy,Anasterian,EU,Paladin,Protection,Lightsmith,Tank,Ruby Life Pools,15,1671.7,151198031,90447.9,3,334,319.69,none,10|9|147,krLz1WR2HpqNvwBx,4,1784124941839
Madpriests,Benedictus,EU,Priest,Holy,Oracle,Healer,Ruby Life Pools,15,1671.7,63419164,37937.9,0,334,319.69,none,10|9|147,krLz1WR2HpqNvwBx,4,1784124941839
Bustingucci,Anasterian,EU,DeathKnight,Frost,Deathbringer,DPS,Ruby Life Pools,15,1671.7,384725488,230145.9,2,334,319.69,none,10|9|147,krLz1WR2HpqNvwBx,4,1784124941839
Lonedrud,Broxigar,EU,Druid,Balance,Elune's Chosen,DPS,Ruby Life Pools,15,1671.7,299070764,178906.6,0,334,319.69,none,10|9|147,krLz1WR2HpqNvwBx,4,1784124941839
Arcanowee,Anasterian,EU,Mage,Arcane,Spellslinger,DPS,Ruby Life Pools,15,1671.7,420624938,251621.3,1,334,319.69,none,10|9|147,krLz1WR2HpqNvwBx,4,1784124941839
Snowpal,Nobundo,US,Paladin,Protection,Lightsmith,Tank,Kings' Rest,20,1886.3,286945783,152117.5,0,334,485.79,timed,10|9|147,YrXKPwTHAFbVpJBt,4,1784615496567
美团搜担担面,Anasterian,US,Monk,Mistweaver,Conduit of the Celestials,Healer,Kings' Rest,20,1886.3,170243938,90250.8,1,334,485.79,timed,10|9|147,YrXKPwTHAFbVpJBt,4,1784615496567
朵宝没嗜血,Anasterian,US,Shaman,Elemental,Farseer,DPS,Kings' Rest,20,1886.3,427715479,226743.2,1,334,485.79,timed,10|9|147,YrXKPwTHAFbVpJBt,4,1784615496567
Icealt,Broxigar,US,Warrior,Arms,Colossus,DPS,Kings' Rest,20,1886.3,495543246,262700.5,0,334,485.79,timed,10|9|147,YrXKPwTHAFbVpJBt,4,1784615496567
Anniecpt,Anasterian,US,Hunter,Marksmanship,Sentinel,DPS,Kings' Rest,20,1886.3,540659636,286617.9,2,334,485.79,timed,10|9|147,YrXKPwTHAFbVpJBt,4,1784615496567
Wylerria,Vargoth,EU,Paladin,Protection,Lightsmith,Tank,Kings' Rest,12,2026.5,166580054,82199.6,3,321,315.01,none,9|10|147,vmzd1DLbVRFA2wBj,2,1784482751076
Valldo,Vargoth,EU,Priest,Discipline,Oracle,Healer,Kings' Rest,12,2026.5,53814420,26554.9,2,321,315.01,none,9|10|147,vmzd1DLbVRFA2wBj,2,1784482751076
Fuettdh,Anasterian,EU,DemonHunter,Devourer,Annihilator,DPS,Kings' Rest,12,2026.5,381242156,188125.4,5,321,315.01,none,9|10|147,vmzd1DLbVRFA2wBj,2,1784482751076
Cratarina,Anasterian,EU,DemonHunter,Havoc,Fel-Scarred,DPS,Kings' Rest,12,2026.5,202007453,99681.4,2,321,315.01,none,9|10|147,vmzd1DLbVRFA2wBj,2,1784482751076
Augtoberfest,Benedictus,EU,Evoker,Augmentation,Chronowarden,DPS,Kings' Rest,12,2026.5,214600160,105895.3,3,321,315.01,none,9|10|147,vmzd1DLbVRFA2wBj,2,1784482751076
不打主目标,Vargoth,EU,Paladin,Protection,Unknown,Tank,Ruby Life Pools,15,1401.5,230137129,164202.8,0,334,416.84,timed,10|9|147,YGHDQyfV4aRm6zk9,1,1784115606587
Smy,Anasterian,EU,Shaman,Restoration,Unknown,Healer,Ruby Life Pools,15,1401.5,60713945,43319.4,1,334,416.84,timed,10|9|147,YGHDQyfV4aRm6zk9,1,1784115606587
Piastra,Anasterian,EU,Mage,Arcane,Unknown,DPS,Ruby Life Pools,15,1401.5,285407078,203637.9,1,334,416.84,timed,10|9|147,YGHDQyfV4aRm6zk9,1,1784115606587
Nicha,Benedictus,EU,Warrior,Arms,Unknown,DPS,Ruby Life Pools,15,1401.5,369238571,263451.7,0,334,416.84,timed,10|9|147,YGHDQyfV4aRm6zk9,1,1784115606587
Twistingcat,Lycanthoth,EU,Druid,Feral,Unknown,DPS,Ruby Life Pools,15,1401.5,356147882,254111.5,0,334,416.84,timed,10|9|147,YGHDQyfV4aRm6zk9,1,1784115606587
Xdwrf,Anasterian,CN,Paladin,Protection,Lightsmith,Tank,Ruby Life Pools,19,1563.1,373662961,239045.2,1,334,472.92,timed,10|9|147,tTKkBvyxA3CLnm4W,9,1784050216422
Medizinmann,Benedictus,CN,Priest,Discipline,Voidweaver,Healer,Ruby Life Pools,19,1563.1,140191668,89685.5,1,334,472.92,timed,10|9|147,tTKkBvyxA3CLnm4W,9,1784050216422
Playfootman,Broxigar,CN,Warrior,Arms,Colossus,DPS,Ruby Life Pools,19,1563.1,519043796,332050.3,1,334,472.92,timed,10|9|147,tTKkBvyxA3CLnm4W,9,1784050216422
Raslwarlock,Broxigar,CN,Priest,Shadow,Archon,DPS,Ruby Life Pools,19,1563.1,509703091,326074.7,2,334,472.92,timed,10|9|147,tTKkBvyxA3CLnm4W,9,1784050216422
Vanquish,Zekhan,CN,Mage,Arcane,Spellslinger,DPS,Ruby Life Pools,19,1563.1,469651401,300452.3,2,334,472.92,timed,10|9|147,tTKkBvyxA3CLnm4W,9,1784050216422
천사혜오니,Nobundo,KR,DeathKnight,Blood,San'layn,Tank,Murder Row,10,1560.4,223679779,143346.5,0,321,328.42,timed,158|9|10,VXfTzycwG3bRaMJB,3,1784898276572
Letmehealyou,Vargoth,KR,Shaman,Restoration,Totemic,Healer,Murder Row,10,1560.4,35798424,22941.6,1,321,328.42,timed,158|9|10,VXfTzycwG3bRaMJB,3,1784898276572
Mileina,Anasterian,KR,Paladin,Retribution,Templar,DPS,Murder Row,10,1560.4,285590785,183022.6,1,321,328.42,timed,158|9|10,VXfTzycwG3bRaMJB,3,1784898276572
Irishsingle,Anasterian,KR,Warrior,Arms,Slayer,DPS,Murder Row,10,1560.4,242166326,155193.7,3,321,328.42,timed,158|9|10,VXfTzycwG3bRaMJB,3,1784898276572
Ieaxzy,Broxigar,KR,Mage,Arcane,Spellslinger,DPS,Murder Row,10,1560.4,273777153,175451.7,1,321,328.42,timed,158|9|10,VXfTzycwG3bRaMJB,3,1784898276572
Imperîus,Anasterian,KR,Paladin,Protection,Lightsmith,Tank,Kings' Rest,15,1799.2,235046786,130639.4,1,334,411.59,timed,9|10|147,Nma8tC2kwJxfyVhT,1,1784000649361
Jaeceñ,Anasterian,KR,Monk,Mistweaver,Conduit of the Celestials,Healer,Kings' Rest,15,1799.2,83151933,46216.0,1,334,411.59,timed,9|10|147,Nma8tC2kwJxfyVhT,1,1784000649361
Bigbutterfly,Broxigar,KR,Shaman,Enhancement,Stormbringer,DPS,Kings' Rest,15,1799.2,318266174,176892.9,1,334,411.59,timed,9|10|147,Nma8tC2kwJxfyVhT,1,1784000649361
Bushyasta,Anasterian,KR,DemonHunter,Devourer,Annihilator,DPS,Kings' Rest,15,1799.2,298588082,165955.7,2,334,411.59,timed,9|10|147,Nma8tC2kwJxfyVhT,1,1784000649361
Boonpo,Benedictus,KR,Hunter,Survival,Pack Leader,DPS,Kings' Rest,15,1799.2,336360248,186949.6,2,334,411.59,timed,9|10|147,Nma8tC2kwJxfyVhT,1,1784000649361
真没睡,Anasterian,CN,Paladin,Protection,Lightsmith,Tank,Ruby Life Pools,18,1569.9,257771652,164199.3,0,334,455.97,timed,10|9|147,HrtfCDzd4hA3qbKT,3,1784734851336
